sentence,target_word,acceptable_targets,variant_lexemes,structure_id,tags,cefr,difficulty,variant_group
I am standing in the room.,room,,kitchen;classroom;hall,present_continuous,be|present_continuous|stand|preposition_in,a1,2,vg_5f84e993999e5d0a
I am standing in the kitchen.,kitchen,,room;classroom;hall,present_continuous,be|present_continuous|stand|preposition_in,a1,2,vg_5f84e993999e5d0a
I am standing in the classroom.,classroom,,room;kitchen;hall,present_continuous,be|present_continuous|stand|preposition_in,a1,2,vg_5f84e993999e5d0a
I am standing in the hall.,hall,,room;kitchen;classroom,present_continuous,be|present_continuous|stand|preposition_in,a1,2,vg_5f84e993999e5d0a
I am standing near the door.,door,,window;teacher;board;table;chair,present_continuous,be|present_continuous|stand|preposition_near,a1,2,vg_da3211a78f601a89
I am standing near the window.,window,,door;teacher;board;table;chair,present_continuous,be|present_continuous|stand|preposition_near,a1,2,vg_da3211a78f601a89
I am standing near the teacher.,teacher,,door;window;board;table;chair,present_continuous,be|present_continuous|stand|preposition_near,a1,2,vg_da3211a78f601a89
I am standing near the board.,board,,door;window;teacher;table;chair,present_continuous,be|present_continuous|stand|preposition_near,a1,2,vg_da3211a78f601a89
I am standing near the table.,table,,door;window;teacher;board;chair,present_continuous,be|present_continuous|stand|preposition_near,a1,2,vg_da3211a78f601a89
I am standing near the chair.,chair,,door;window;teacher;board;table,present_continuous,be|present_continuous|stand|preposition_near,a1,2,vg_da3211a78f601a89
I am very cold.,cold,,cold;hot;sad;happy;hungry;tired;angry;sleepy;thirsty;bored;nervous;sick,be_adjective,be|adjective|state|intensifier,a1,2,
I am very nervous.,nervous,,nervous;tired;sleepy;hungry;thirsty;hot;cold;sad;happy;bored;excited,be_adjective,be|adjective|emotions|intensifier,a1,2,
I am very sleepy.,sleepy,,sleepy;tired;hungry;thirsty;hot;cold;sad;happy;bored;nervous,be_adjective,be|adjective|state|intensifier,a1,2,
I am very thirsty.,thirsty,,thirsty;hungry;sleepy;tired;hot;cold;sad;happy;sick,be_adjective,be|adjective|state|intensifier,a1,2,
I am waiting for the teacher.,teacher,,bus;friend;sister;brother,present_continuous,be|present_continuous|wait|preposition_for,a1,2,vg_05581741c30f0913
I am waiting for the bus.,bus,,teacher;friend;sister;brother,present_continuous,be|present_continuous|wait|preposition_for,a1,2,vg_05581741c30f0913
I am waiting for the friend.,friend,,teacher;bus;sister;brother,present_continuous,be|present_continuous|wait|preposition_for,a1,2,vg_05581741c30f0913
I am waiting for the sister.,sister,,teacher;bus;friend;brother,present_continuous,be|present_continuous|wait|preposition_for,a1,2,vg_05581741c30f0913
I am waiting for the brother.,brother,,teacher;bus;friend;sister,present_continuous,be|present_continuous|wait|preposition_for,a1,2,vg_05581741c30f0913
I am walking to the desk.,desk,,door;window;board;table;chair;teacher,present_continuous,be|present_continuous|walk|preposition_to,a1,2,vg_0fd5d056d74f0c59
I am walking to the door.,door,,desk;window;board;table;chair;teacher,present_continuous,be|present_continuous|walk|preposition_to,a1,2,vg_0fd5d056d74f0c59
I am walking to the window.,window,,desk;door;board;table;chair;teacher,present_continuous,be|present_continuous|walk|preposition_to,a1,2,vg_0fd5d056d74f0c59
I am walking to the board.,board,,desk;door;window;table;chair;teacher,present_continuous,be|present_continuous|walk|preposition_to,a1,2,vg_0fd5d056d74f0c59
I am walking to the table.,table,,desk;door;window;board;chair;teacher,present_continuous,be|present_continuous|walk|preposition_to,a1,2,vg_0fd5d056d74f0c59
I am walking to the chair.,chair,,desk;door;window;board;table;teacher,present_continuous,be|present_continuous|walk|preposition_to,a1,2,vg_0fd5d056d74f0c59
I am walking to the teacher.,teacher,,desk;door;window;board;table;chair,present_continuous,be|present_continuous|walk|preposition_to,a1,2,vg_0fd5d056d74f0c59
I can hear the music.,music,,bell;teacher;bird;dog;cat,abilities_modal,can_affirmative|hear|sense,a1,2,vg_4b44b4f903095469
I can hear the bell.,bell,,music;teacher;bird;dog;cat,abilities_modal,can_affirmative|hear|sense,a1,2,vg_4b44b4f903095469
I can hear the teacher.,teacher,,music;bell;bird;dog;cat,abilities_modal,can_affirmative|hear|sense,a1,2,vg_4b44b4f903095469
I can hear the bird.,bird,,music;bell;teacher;dog;cat,abilities_modal,can_affirmative|hear|sense,a1,2,vg_4b44b4f903095469
I can hear the dog.,dog,,music;bell;teacher;bird;cat,abilities_modal,can_affirmative|hear|sense,a1,2,vg_4b44b4f903095469
I can hear the cat.,cat,,music;bell;teacher;bird;dog,abilities_modal,can_affirmative|hear|sense,a1,2,vg_4b44b4f903095469
I can run.,run,,walk;jump;swim;dance;sing;read;write;draw;cook,abilities_modal,can_affirmative|ability|movement,a1,1,vg_c16ed03fda42685f
I can walk.,walk,,run;jump;swim;dance;sing;read;write;draw;cook,abilities_modal,can_affirmative|ability|movement,a1,1,vg_c16ed03fda42685f
I can jump.,jump,,run;walk;swim;dance;sing;read;write;draw;cook,abilities_modal,can_affirmative|ability|movement,a1,1,vg_c16ed03fda42685f
I can swim.,swim,,run;walk;jump;dance;sing;read;write;draw;cook,abilities_modal,can_affirmative|ability|movement,a1,1,vg_c16ed03fda42685f
I can dance.,dance,,run;walk;jump;swim;sing;read;write;draw;cook,abilities_modal,can_affirmative|ability|movement,a1,1,vg_c16ed03fda42685f
I can sing.,sing,,run;walk;jump;swim;dance;read;write;draw;cook,abilities_modal,can_affirmative|ability|movement,a1,1,vg_c16ed03fda42685f
I can read.,read,,run;walk;jump;swim;dance;sing;write;draw;cook,abilities_modal,can_affirmative|ability|movement,a1,1,vg_c16ed03fda42685f
I can write.,write,,run;walk;jump;swim;dance;sing;read;draw;cook,abilities_modal,can_affirmative|ability|movement,a1,1,vg_c16ed03fda42685f
I can draw.,draw,,run;walk;jump;swim;dance;sing;read;write;cook,abilities_modal,can_affirmative|ability|movement,a1,1,vg_c16ed03fda42685f
I can cook.,cook,,run;walk;jump;swim;dance;sing;read;write;draw,abilities_modal,can_affirmative|ability|movement,a1,1,vg_c16ed03fda42685f
I can see the bird.,bird,,cat;dog;tree;flower;sun;moon,abilities_modal,can_affirmative|see|sense,a1,2,vg_05e80d080d62cdf6
I can see the cat.,cat,,bird;dog;tree;flower;sun;moon,abilities_modal,can_affirmative|see|sense,a1,2,vg_05e80d080d62cdf6
I can see the dog.,dog,,bird;cat;tree;flower;sun;moon,abilities_modal,can_affirmative|see|sense,a1,2,vg_05e80d080d62cdf6
I can see the tree.,tree,,bird;cat;dog;flower;sun;moon,abilities_modal,can_affirmative|see|sense,a1,2,vg_05e80d080d62cdf6
I can see the flower.,flower,,bird;cat;dog;tree;sun;moon,abilities_modal,can_affirmative|see|sense,a1,2,vg_05e80d080d62cdf6
I can see the sun.,sun,,bird;cat;dog;tree;flower;moon,abilities_modal,can_affirmative|see|sense,a1,2,vg_05e80d080d62cdf6
I can see the moon.,moon,,bird;cat;dog;tree;flower;sun,abilities_modal,can_affirmative|see|sense,a1,2,vg_05e80d080d62cdf6
I can smell the flower.,flower,,food;rice;bread;coffee,abilities_modal,can_affirmative|smell|sense,a1,2,vg_1731df7bcbbe7da9
I can smell the food.,food,,flower;rice;bread;coffee,abilities_modal,can_affirmative|smell|sense,a1,2,vg_1731df7bcbbe7da9
I can smell the rice.,rice,,flower;food;bread;coffee,abilities_modal,can_affirmative|smell|sense,a1,2,vg_1731df7bcbbe7da9
I can smell the bread.,bread,,flower;food;rice;coffee,abilities_modal,can_affirmative|smell|sense,a1,2,vg_1731df7bcbbe7da9
I can smell the coffee.,coffee,,flower;food;rice;bread,abilities_modal,can_affirmative|smell|sense,a1,2,vg_1731df7bcbbe7da9
I cannot carry the box.,box,,bag;table;chair;bike,abilities_modal,cannot|negative_ability|carry,a1,2,vg_6bad2399743e0e3b
I cannot carry the bag.,bag,,box;table;chair;bike,abilities_modal,cannot|negative_ability|carry,a1,2,vg_6bad2399743e0e3b
I cannot carry the table.,table,,box;bag;chair;bike,abilities_modal,cannot|negative_ability|carry,a1,2,vg_6bad2399743e0e3b
I cannot carry the chair.,chair,,box;bag;table;bike,abilities_modal,cannot|negative_ability|carry,a1,2,vg_6bad2399743e0e3b
I cannot carry the bike.,bike,,box;bag;table;chair,abilities_modal,cannot|negative_ability|carry,a1,2,vg_6bad2399743e0e3b
I cannot climb the tree.,tree,,wall,abilities_modal,cannot|negative_ability|climb,a1,2,vg_5d60214b35cc4cdf
I cannot climb the wall.,wall,,tree,abilities_modal,cannot|negative_ability|climb,a1,2,vg_5d60214b35cc4cdf
I cannot find my pen.,pen,,book;bag;phone,abilities_modal,cannot|negative_ability|find|possessive,a1,2,vg_e880fb3d246b2a1a
I cannot find my book.,book,,pen;bag;phone,abilities_modal,cannot|negative_ability|find|possessive,a1,2,vg_e880fb3d246b2a1a
I cannot find my bag.,bag,,pen;book;phone,abilities_modal,cannot|negative_ability|find|possessive,a1,2,vg_e880fb3d246b2a1a
I cannot find my phone.,phone,,pen;book;bag,abilities_modal,cannot|negative_ability|find|possessive,a1,2,vg_e880fb3d246b2a1a
I cannot see the board.,board,,sun;sky;door;clock;teacher,abilities_modal,cannot|negative_ability|see|sense,a1,2,vg_1dc2189a0d51a5d4
I cannot see the sun.,sun,,board;sky;door;clock;teacher,abilities_modal,cannot|negative_ability|see|sense,a1,2,vg_1dc2189a0d51a5d4
I cannot see the sky.,sky,,board;sun;door;clock;teacher,abilities_modal,cannot|negative_ability|see|sense,a1,2,vg_1dc2189a0d51a5d4
I cannot see the door.,door,,board;sun;sky;clock;teacher,abilities_modal,cannot|negative_ability|see|sense,a1,2,vg_1dc2189a0d51a5d4
I cannot see the clock.,clock,,board;sun;sky;door;teacher,abilities_modal,cannot|negative_ability|see|sense,a1,2,vg_1dc2189a0d51a5d4
I cannot see the teacher.,teacher,,board;sun;sky;door;clock,abilities_modal,cannot|negative_ability|see|sense,a1,2,vg_1dc2189a0d51a5d4
I cannot swim fast.,swim,,run;walk;jump;dance,abilities_modal,cannot|negative_ability|movement,a1,2,vg_3d3c24c3fdfa357a
I cannot run fast.,run,,swim;walk;jump;dance,abilities_modal,cannot|negative_ability|movement,a1,2,vg_3d3c24c3fdfa357a
I cannot walk fast.,walk,,swim;run;jump;dance,abilities_modal,cannot|negative_ability|movement,a1,2,vg_3d3c24c3fdfa357a
I cannot jump fast.,jump,,swim;run;walk;dance,abilities_modal,cannot|negative_ability|movement,a1,2,vg_3d3c24c3fdfa357a
I cannot dance fast.,dance,,swim;run;walk;jump,abilities_modal,cannot|negative_ability|movement,a1,2,vg_3d3c24c3fdfa357a
I go to school.,school,,bed,daily_routines_actions,present_simple|go|preposition_to|places,a1,1,vg_c72b3730fd7454a0
I go to bed.,bed,,school,daily_routines_actions,present_simple|go|preposition_to|places,a1,1,vg_c72b3730fd7454a0
I go to the library.,library,,school;park;shop,daily_routines_actions,present_simple|go|preposition_to|places,a1,1,vg_da571ba200e5a3c3
I go to the school.,school,,library;park;shop,daily_routines_actions,present_simple|go|preposition_to|places,a1,1,vg_da571ba200e5a3c3
I go to the shop.,shop,,library;school;park,daily_routines_actions,present_simple|go|preposition_to|places,a1,1,vg_da571ba200e5a3c3
I go to the park.,park,,park;school;library;shop;store,daily_routines_actions,present_simple|go|preposition_to|places,a1,1,
I have a book.,book,,pen;ball;dog;cat;phone;hat,possession_have,have|article_a|singular|objects,a1,1,vg_fd7af92c5f7adfe2
I have a pen.,pen,,book;ball;dog;cat;phone;hat,possession_have,have|article_a|singular|objects,a1,1,vg_fd7af92c5f7adfe2
I have a ball.,ball,,book;pen;dog;cat;phone;hat,possession_have,have|article_a|singular|objects,a1,1,vg_fd7af92c5f7adfe2
I have a dog.,dog,,book;pen;ball;cat;phone;hat,possession_have,have|article_a|singular|objects,a1,1,vg_fd7af92c5f7adfe2
I have a cat.,cat,,book;pen;ball;dog;phone;hat,possession_have,have|article_a|singular|objects,a1,1,vg_fd7af92c5f7adfe2
I have a phone.,phone,,book;pen;ball;dog;cat;hat,possession_have,have|article_a|singular|objects,a1,1,vg_fd7af92c5f7adfe2
I have a hat.,hat,,book;pen;ball;dog;cat;phone,possession_have,have|article_a|singular|objects,a1,1,vg_fd7af92c5f7adfe2
I have seven small orange fish.,fish,,fish;turtles;dogs;cats;rabbits;birds,possession_have,have|numbers|adjective|color|plural|animals,a1,3,
I have three big red apples.,apples,apple,apples;balls;cars;hats;tomatoes;flowers,possession_have,have|numbers|adjective|color|plural|food,a1,3,
I have two small green birds.,birds,bird,birds;trees;apples;leaves;balls;frogs,possession_have,have|numbers|adjective|color|plural|animals,a1,3,
I like apples.,apples,apple,apples;bananas;oranges;grapes;cookies;pizza;pears,likes_preferences,present_simple|likes|food|plural,a1,1,
I like cheese.,cheese,,bread;rice;pizza;soup;chocolate,likes_preferences,present_simple|likes|food|mass_noun,a1,1,vg_accc107ed551cc36
I like bread.,bread,,cheese;rice;pizza;soup;chocolate,likes_preferences,present_simple|likes|food|mass_noun,a1,1,vg_accc107ed551cc36
I like rice.,rice,,cheese;bread;pizza;soup;chocolate,likes_preferences,present_simple|likes|food|mass_noun,a1,1,vg_accc107ed551cc36
I like pizza.,pizza,,cheese;bread;rice;soup;chocolate,likes_preferences,present_simple|likes|food|mass_noun,a1,1,vg_accc107ed551cc36
I like soup.,soup,,cheese;bread;rice;pizza;chocolate,likes_preferences,present_simple|likes|food|mass_noun,a1,1,vg_accc107ed551cc36
I like chocolate.,chocolate,,cheese;bread;rice;pizza;soup,likes_preferences,present_simple|likes|food|mass_noun,a1,1,vg_accc107ed551cc36
I love bananas.,bananas,banana,bananas;apples;oranges;grapes;cookies;pears,likes_preferences,present_simple|loves|food|plural,a1,1,
I never go to school on Saturday.,Saturday,,Saturday;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday,daily_routines_actions,present_simple|frequency_never|go|days,a1,3,
I never go to school on Sunday.,Sunday,,Sunday;Saturday;Monday;Tuesday;Wednesday;Thursday;Friday,daily_routines_actions,present_simple|frequency_never|go|days,a1,3,
I see a blue fish.,fish,,bird;cat;dog;flower;car,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_5b355d4730ea37c7
I see a blue bird.,bird,,fish;cat;dog;flower;car,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_5b355d4730ea37c7
I see a blue cat.,cat,,fish;bird;dog;flower;car,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_5b355d4730ea37c7
I see a blue dog.,dog,,fish;bird;cat;flower;car,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_5b355d4730ea37c7
I see a blue flower.,flower,,fish;bird;cat;dog;car,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_5b355d4730ea37c7
I see a blue car.,car,,fish;bird;cat;dog;flower,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_5b355d4730ea37c7
I see a bright sun.,sun,,moon;sky;light,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_a86d859c485283c3
I see a bright moon.,moon,,sun;sky;light,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_a86d859c485283c3
I see a bright sky.,sky,,sun;moon;light,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_a86d859c485283c3
I see a bright light.,light,,sun;moon;sky,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_a86d859c485283c3
I see a cat.,cat,,dog;bird;fish;tree;flower;ball;hat;book;car,see_descriptions,present_simple|see|article_a|singular,a1,1,vg_c5a11b3c8a9e4cde
I see a dog.,dog,,cat;bird;fish;tree;flower;ball;hat;book;car,see_descriptions,present_simple|see|article_a|singular,a1,1,vg_c5a11b3c8a9e4cde
I see a bird.,bird,,cat;dog;fish;tree;flower;ball;hat;book;car,see_descriptions,present_simple|see|article_a|singular,a1,1,vg_c5a11b3c8a9e4cde
I see a fish.,fish,,cat;dog;bird;tree;flower;ball;hat;book;car,see_descriptions,present_simple|see|article_a|singular,a1,1,vg_c5a11b3c8a9e4cde
I see a tree.,tree,,cat;dog;bird;fish;flower;ball;hat;book;car,see_descriptions,present_simple|see|article_a|singular,a1,1,vg_c5a11b3c8a9e4cde
I see a flower.,flower,,cat;dog;bird;fish;tree;ball;hat;book;car,see_descriptions,present_simple|see|article_a|singular,a1,1,vg_c5a11b3c8a9e4cde
I see a ball.,ball,,cat;dog;bird;fish;tree;flower;hat;book;car,see_descriptions,present_simple|see|article_a|singular,a1,1,vg_c5a11b3c8a9e4cde
I see a hat.,hat,,cat;dog;bird;fish;tree;flower;ball;book;car,see_descriptions,present_simple|see|article_a|singular,a1,1,vg_c5a11b3c8a9e4cde
I see a book.,book,,cat;dog;bird;fish;tree;flower;ball;hat;car,see_descriptions,present_simple|see|article_a|singular,a1,1,vg_c5a11b3c8a9e4cde
I see a car.,car,,cat;dog;bird;fish;tree;flower;ball;hat;book,see_descriptions,present_simple|see|article_a|singular,a1,1,vg_c5a11b3c8a9e4cde
I see a cold drink.,drink,,water;soda,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_e11c0ba593a51084
I see a cold water.,water,,drink;soda,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_e11c0ba593a51084
I see a cold soda.,soda,,drink;water,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_e11c0ba593a51084
I see a green apple.,apple,,banana;pear;tree,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_b9e3cb7d77063e39
I see a green banana.,banana,,apple;pear;tree,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_b9e3cb7d77063e39
I see a green pear.,pear,,apple;banana;tree,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_b9e3cb7d77063e39
I see a green tree.,tree,,apple;banana;pear,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_b9e3cb7d77063e39
I see a happy girl.,girl,,boy;teacher;baby;dog,see_descriptions,present_simple|see|adjective|article_a|singular|emotions,a1,2,vg_1689d750cba44ef4
I see a happy boy.,boy,,girl;teacher;baby;dog,see_descriptions,present_simple|see|adjective|article_a|singular|emotions,a1,2,vg_1689d750cba44ef4
I see a happy teacher.,teacher,,girl;boy;baby;dog,see_descriptions,present_simple|see|adjective|article_a|singular|emotions,a1,2,vg_1689d750cba44ef4
I see a happy baby.,baby,,girl;boy;teacher;dog,see_descriptions,present_simple|see|adjective|article_a|singular|emotions,a1,2,vg_1689d750cba44ef4
I see a happy dog.,dog,,girl;boy;teacher;baby,see_descriptions,present_simple|see|adjective|article_a|singular|emotions,a1,2,vg_1689d750cba44ef4
I see a nice teacher.,teacher,,friend;girl;boy,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_d8939c3669472666
I see a nice friend.,friend,,teacher;girl;boy,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_d8939c3669472666
I see a nice girl.,girl,,teacher;friend;boy,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_d8939c3669472666
I see a nice boy.,boy,,teacher;friend;girl,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_d8939c3669472666
I see a pink flower.,flower,,tree;hat;car,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_fd6cf6cb6411c654
I see a pink tree.,tree,,flower;hat;car,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_fd6cf6cb6411c654
I see a pink hat.,hat,,flower;tree;car,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_fd6cf6cb6411c654
I see a pink car.,car,,flower;tree;hat,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_fd6cf6cb6411c654
I see a purple grape.,grape,,flower;hat,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_eb565f44cd969e78
I see a purple flower.,flower,,grape;hat,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_eb565f44cd969e78
I see a purple hat.,hat,,grape;flower,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_eb565f44cd969e78
I see a quiet student.,student,,teacher;girl;boy;baby,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_974debf77ee2ae66
I see a quiet teacher.,teacher,,student;girl;boy;baby,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_974debf77ee2ae66
I see a quiet girl.,girl,,student;teacher;boy;baby,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_974debf77ee2ae66
I see a quiet boy.,boy,,student;teacher;girl;baby,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_974debf77ee2ae66
I see a quiet baby.,baby,,student;teacher;girl;boy,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_974debf77ee2ae66
I see a sad boy.,boy,,girl;teacher;baby,see_descriptions,present_simple|see|adjective|article_a|singular|emotions,a1,2,vg_8ccd27621cbca8ab
I see a sad girl.,girl,,boy;teacher;baby,see_descriptions,present_simple|see|adjective|article_a|singular|emotions,a1,2,vg_8ccd27621cbca8ab
I see a sad teacher.,teacher,,boy;girl;baby,see_descriptions,present_simple|see|adjective|article_a|singular|emotions,a1,2,vg_8ccd27621cbca8ab
I see a sad baby.,baby,,boy;girl;teacher,see_descriptions,present_simple|see|adjective|article_a|singular|emotions,a1,2,vg_8ccd27621cbca8ab
I see a thin book.,book,,pen;pencil;ruler;tree,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_f5453b4b2ebbbd53
I see a thin pen.,pen,,book;pencil;ruler;tree,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_f5453b4b2ebbbd53
I see a thin pencil.,pencil,,book;pen;ruler;tree,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_f5453b4b2ebbbd53
I see a thin ruler.,ruler,,book;pen;pencil;tree,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_f5453b4b2ebbbd53
I see a thin tree.,tree,,book;pen;pencil;ruler,see_descriptions,present_simple|see|adjective|article_a|singular,a1,2,vg_f5453b4b2ebbbd53
I see a white cat.,cat,,dog;bird;fish;flower;car;hat,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_aac1c809316b3391
I see a white dog.,dog,,cat;bird;fish;flower;car;hat,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_aac1c809316b3391
I see a white bird.,bird,,cat;dog;fish;flower;car;hat,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_aac1c809316b3391
I see a white fish.,fish,,cat;dog;bird;flower;car;hat,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_aac1c809316b3391
I see a white flower.,flower,,cat;dog;bird;fish;car;hat,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_aac1c809316b3391
I see a white car.,car,,cat;dog;bird;fish;flower;hat,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_aac1c809316b3391
I see a white hat.,hat,,cat;dog;bird;fish;flower;car,see_descriptions,present_simple|see|color|article_a|singular,a1,2,vg_aac1c809316b3391
I see an old table.,table,,apple;orange;egg;ant,see_descriptions,present_simple|see|adjective|article_an|singular,a1,2,vg_f1c6a0f55bc7118d
I see an old apple.,apple,,table;orange;egg;ant,see_descriptions,present_simple|see|adjective|article_an|singular,a1,2,vg_f1c6a0f55bc7118d
I see an old orange.,orange,,table;apple;egg;ant,see_descriptions,present_simple|see|adjective|article_an|singular,a1,2,vg_f1c6a0f55bc7118d
I see an old egg.,egg,,table;apple;orange;ant,see_descriptions,present_simple|see|adjective|article_an|singular,a1,2,vg_f1c6a0f55bc7118d
I see an old ant.,ant,,table;apple;orange;egg,see_descriptions,present_simple|see|adjective|article_an|singular,a1,2,vg_f1c6a0f55bc7118d
I see an orange.,orange,,apple;egg;ant,see_descriptions,present_simple|see|article_an|singular|food,a1,1,vg_c3b6e654f9be013b
I see an apple.,apple,,orange;egg;ant,see_descriptions,present_simple|see|article_an|singular|food,a1,1,vg_c3b6e654f9be013b
I see an egg.,egg,,orange;apple;ant,see_descriptions,present_simple|see|article_an|singular|food,a1,1,vg_c3b6e654f9be013b
I see an ant.,ant,,orange;apple;egg,see_descriptions,present_simple|see|article_an|singular|food,a1,1,vg_c3b6e654f9be013b
I see eight little ducks.,ducks,duck,ducks;cats;dogs;rabbits;birds;mice,see_descriptions,present_simple|see|numbers|adjective|plural|animals,a1,3,
I see five big books.,books,book,books;apples;balls;hats;cars,see_descriptions,present_simple|see|numbers|adjective|plural,a1,3,
I see five slow turtles.,turtles,turtle,turtles;cats;dogs;birds;cars,see_descriptions,present_simple|see|numbers|adjective|plural|animals,a1,3,
I see five small balls.,balls,ball,balls;cats;dogs;books;hats,see_descriptions,present_simple|see|numbers|adjective|plural,a1,3,
I see four fast cars.,cars,car,cars;trucks;trains;bikes;planes;boats,see_descriptions,present_simple|see|numbers|adjective|plural|transport,a1,3,
I see four green apples.,apples,apple,apples;balls;cars;hats;leaves,see_descriptions,present_simple|see|numbers|color|plural|food,a1,3,
I see four happy students.,students,student,students;teachers;boys;girls;babies,see_descriptions,present_simple|see|numbers|adjective|plural|emotions,a1,3,
I see four large white clouds.,clouds,cloud,clouds;flowers;cars;trees;rabbits,see_descriptions,present_simple|see|numbers|adjective|color|plural,a1,3,
I see four small toys.,toys,toy,toys;balls;cars;books;hats,see_descriptions,present_simple|see|numbers|adjective|plural,a1,3,
I see nine white eggs.,eggs,egg,eggs;flowers;clouds;cars;hats,see_descriptions,present_simple|see|numbers|color|plural,a1,3,
I see one big red ball.,ball,,car;hat;flower;apple,see_descriptions,present_simple|see|numbers|adjective|color|singular,a1,3,vg_c4ebb333eaa85c73
I see one big red car.,car,,ball;hat;flower;apple,see_descriptions,present_simple|see|numbers|adjective|color|singular,a1,3,vg_c4ebb333eaa85c73
I see one big red hat.,hat,,ball;car;flower;apple,see_descriptions,present_simple|see|numbers|adjective|color|singular,a1,3,vg_c4ebb333eaa85c73
I see one big red flower.,flower,,ball;car;hat;apple,see_descriptions,present_simple|see|numbers|adjective|color|singular,a1,3,vg_c4ebb333eaa85c73
I see one big red apple.,apple,,ball;car;hat;flower,see_descriptions,present_simple|see|numbers|adjective|color|singular,a1,3,vg_c4ebb333eaa85c73
I see one hungry dog.,dog,,cat;bird;baby;boy;girl,see_descriptions,present_simple|see|numbers|adjective|singular|emotions,a1,3,vg_3d08fcac0e61dd60
I see one hungry cat.,cat,,dog;bird;baby;boy;girl,see_descriptions,present_simple|see|numbers|adjective|singular|emotions,a1,3,vg_3d08fcac0e61dd60
I see one hungry bird.,bird,,dog;cat;baby;boy;girl,see_descriptions,present_simple|see|numbers|adjective|singular|emotions,a1,3,vg_3d08fcac0e61dd60
I see one hungry baby.,baby,,dog;cat;bird;boy;girl,see_descriptions,present_simple|see|numbers|adjective|singular|emotions,a1,3,vg_3d08fcac0e61dd60
I see one hungry boy.,boy,,dog;cat;bird;baby;girl,see_descriptions,present_simple|see|numbers|adjective|singular|emotions,a1,3,vg_3d08fcac0e61dd60
I see one hungry girl.,girl,,dog;cat;bird;baby;boy,see_descriptions,present_simple|see|numbers|adjective|singular|emotions,a1,3,vg_3d08fcac0e61dd60
I see one small yellow bird.,bird,,cat;dog;flower;ball,see_descriptions,present_simple|see|numbers|adjective|color|singular,a1,3,vg_1af0f56a48dc4e68
I see one small yellow cat.,cat,,bird;dog;flower;ball,see_descriptions,present_simple|see|numbers|adjective|color|singular,a1,3,vg_1af0f56a48dc4e68
I see one small yellow dog.,dog,,bird;cat;flower;ball,see_descriptions,present_simple|see|numbers|adjective|color|singular,a1,3,vg_1af0f56a48dc4e68
I see one small yellow flower.,flower,,bird;cat;dog;ball,see_descriptions,present_simple|see|numbers|adjective|color|singular,a1,3,vg_1af0f56a48dc4e68
I see one small yellow ball.,ball,,bird;cat;dog;flower,see_descriptions,present_simple|see|numbers|adjective|color|singular,a1,3,vg_1af0f56a48dc4e68
