"topic","question_type","bank_row_index","row_identity","target_word","sentence","structure_id","tags","cefr","difficulty","variant_group","lemma_key","source"
"food","mc_quiz",1042,"1042 | bowl | bowl","bowl","The keys are in the bowl.","be_location","be|are|preposition_in|article_the|plural","a1","2","vg_0e111b022b54f6dd","bowl","sentence_bank"
"food","fill_blanks",1042,"1042 | bowl | bowl","bowl","The keys are in the bowl.","be_location","be|are|preposition_in|article_the|plural","a1","2","vg_0e111b022b54f6dd","bowl","sentence_bank"
"food","mc_quiz",1051,"1051 | bowl | bowl","bowl","The milk is in the bowl.","be_location","be|preposition_in|article_the|food","a1","2","vg_8c3ab49255b55fca","bowl","sentence_bank"
"food","fill_blanks",1051,"1051 | bowl | bowl","bowl","The milk is in the bowl.","be_location","be|preposition_in|article_the|food","a1","2","vg_8c3ab49255b55fca","bowl","sentence_bank"
"food","mc_quiz",1052,"1052 | cup | cup","cup","The milk is in the cup.","be_location","be|preposition_in|article_the|food","a1","2","vg_8c3ab49255b55fca","cup","sentence_bank"
"food","fill_blanks",1052,"1052 | cup | cup","cup","The milk is in the cup.","be_location","be|preposition_in|article_the|food","a1","2","vg_8c3ab49255b55fca","cup","sentence_bank"
"food","mc_quiz",1071,"1071 | cup | cup","cup","The pen is next to the cup.","be_location","be|preposition_next_to|article_the","a1","2","vg_ed48c87a064260bf","cup","sentence_bank"
"food","fill_blanks",1071,"1071 | cup | cup","cup","The pen is next to the cup.","be_location","be|preposition_next_to|article_the","a1","2","vg_ed48c87a064260bf","cup","sentence_bank"
"food","mc_quiz",1132,"1132 | apples | apples","apples","There are five apples in the box.","existential_there","existential|there_are|numbers|preposition_in|article_the|plural|food","a1","3","","apples","sentence_bank"
"food","fill_blanks",1132,"1132 | apples | apples","apples","There are five apples in the box.","existential_there","existential|there_are|numbers|preposition_in|article_the|plural|food","a1","3","","apples","sentence_bank"
"food","mc_quiz",1138,"1138 | oranges | oranges","oranges","There are four oranges in the box.","existential_there","existential|there_are|numbers|preposition_in|article_the|plural|food","a1","3","","oranges","sentence_bank"
"food","fill_blanks",1138,"1138 | oranges | oranges","oranges","There are four oranges in the box.","existential_there","existential|there_are|numbers|preposition_in|article_the|plural|food","a1","3","","oranges","sentence_bank"
"food","mc_quiz",1139,"1139 | pears | pears","pears","There are four pears in the bowl.","existential_there","existential|there_are|numbers|preposition_in|article_the|plural|food","a1","3","","pears","sentence_bank"
"food","fill_blanks",1139,"1139 | pears | pears","pears","There are four pears in the bowl.","existential_there","existential|there_are|numbers|preposition_in|article_the|plural|food","a1","3","","pears","sentence_bank"
"food","mc_quiz",1144,"1144 | fish | fish","fish","There are ten small fish.","existential_there","existential|there_are|numbers|adjective|plural|animals","a1","3","","fish","sentence_bank"
"food","fill_blanks",1144,"1144 | fish | fish","fish","There are ten small fish.","existential_there","existential|there_are|numbers|adjective|plural|animals","a1","3","","fish","sentence_bank"
"food","mc_quiz",1151,"1151 | bananas | bananas","bananas","There are three yellow bananas.","existential_there","existential|there_are|numbers|color|plural|food","a1","3","","bananas","sentence_bank"
"food","fill_blanks",1151,"1151 | bananas | bananas","bananas","There are three yellow bananas.","existential_there","existential|there_are|numbers|color|plural|food","a1","3","","bananas","sentence_bank"
"food","mc_quiz",1157,"1157 | cups | cups","cups","There are two clean cups.","existential_there","existential|there_are|numbers|adjective|plural","a1","3","","cups","sentence_bank"
"food","fill_blanks",1157,"1157 | cups | cups","cups","There are two clean cups.","existential_there","existential|there_are|numbers|adjective|plural","a1","3","","cups","sentence_bank"
"food","mc_quiz",1172,"1172 | drink | drink","drink","There is a cold drink.","existential_there","existential|there_is|adjective|article_a|singular","a1","2","vg_a81e1ec906fc7716","drink","sentence_bank"
"food","fill_blanks",1172,"1172 | drink | drink","drink","There is a cold drink.","existential_there","existential|there_is|adjective|article_a|singular","a1","2","vg_a81e1ec906fc7716","drink","sentence_bank"
"food","mc_quiz",1224,"1224 | apple | apple","apple","There is an old apple.","existential_there","existential|there_is|adjective|article_an|singular","a1","2","vg_b394e97b60a7cbc4","apple","sentence_bank"
"food","fill_blanks",1224,"1224 | apple | apple","apple","There is an old apple.","existential_there","existential|there_is|adjective|article_an|singular","a1","2","vg_b394e97b60a7cbc4","apple","sentence_bank"
"food","mc_quiz",1225,"1225 | orange | orange","orange","There is an old orange.","existential_there","existential|there_is|adjective|article_an|singular","a1","2","vg_b394e97b60a7cbc4","orange","sentence_bank"
"food","fill_blanks",1225,"1225 | orange | orange","orange","There is an old orange.","existential_there","existential|there_is|adjective|article_an|singular","a1","2","vg_b394e97b60a7cbc4","orange","sentence_bank"
"food","mc_quiz",1226,"1226 | egg | egg","egg","There is an old egg.","existential_there","existential|there_is|adjective|article_an|singular","a1","2","vg_b394e97b60a7cbc4","egg","sentence_bank"
"food","fill_blanks",1226,"1226 | egg | egg","egg","There is an old egg.","existential_there","existential|there_is|adjective|article_an|singular","a1","2","vg_b394e97b60a7cbc4","egg","sentence_bank"
"food","mc_quiz",1260,"1260 | bread | bread","bread","They are eating bread.","present_continuous","be|present_continuous|3rd_person_plural|eat|food","a1","2","vg_423b361d55fcf03e","bread","sentence_bank"
"food","fill_blanks",1260,"1260 | bread | bread","bread","They are eating bread.","present_continuous","be|present_continuous|3rd_person_plural|eat|food","a1","2","vg_423b361d55fcf03e","bread","sentence_bank"
"food","mc_quiz",1261,"1261 | rice | rice","rice","They are eating rice.","present_continuous","be|present_continuous|3rd_person_plural|eat|food","a1","2","vg_423b361d55fcf03e","rice","sentence_bank"
"food","fill_blanks",1261,"1261 | rice | rice","rice","They are eating rice.","present_continuous","be|present_continuous|3rd_person_plural|eat|food","a1","2","vg_423b361d55fcf03e","rice","sentence_bank"
"food","mc_quiz",1262,"1262 | cheese | cheese","cheese","They are eating cheese.","present_continuous","be|present_continuous|3rd_person_plural|eat|food","a1","2","vg_423b361d55fcf03e","cheese","sentence_bank"
"food","fill_blanks",1262,"1262 | cheese | cheese","cheese","They are eating cheese.","present_continuous","be|present_continuous|3rd_person_plural|eat|food","a1","2","vg_423b361d55fcf03e","cheese","sentence_bank"
"food","mc_quiz",1263,"1263 | soup | soup","soup","They are eating soup.","present_continuous","be|present_continuous|3rd_person_plural|eat|food","a1","2","vg_423b361d55fcf03e","soup","sentence_bank"
"food","fill_blanks",1263,"1263 | soup | soup","soup","They are eating soup.","present_continuous","be|present_continuous|3rd_person_plural|eat|food","a1","2","vg_423b361d55fcf03e","soup","sentence_bank"
"food","mc_quiz",1264,"1264 | cake | cake","cake","They are eating cake.","present_continuous","be|present_continuous|3rd_person_plural|eat|food","a1","2","vg_423b361d55fcf03e","cake","sentence_bank"
"food","fill_blanks",1264,"1264 | cake | cake","cake","They are eating cake.","present_continuous","be|present_continuous|3rd_person_plural|eat|food","a1","2","vg_423b361d55fcf03e","cake","sentence_bank"
"food","mc_quiz",1265,"1265 | pizza | pizza","pizza","They are eating pizza.","present_continuous","be|present_continuous|3rd_person_plural|eat|food","a1","2","vg_423b361d55fcf03e","pizza","sentence_bank"
"food","fill_blanks",1265,"1265 | pizza | pizza","pizza","They are eating pizza.","present_continuous","be|present_continuous|3rd_person_plural|eat|food","a1","2","vg_423b361d55fcf03e","pizza","sentence_bank"
"food","mc_quiz",1303,"1303 | beans | beans","beans","They do not like beans.","likes_preferences","present_simple|negative|do_not|like|3rd_person_plural|food|plural","a1","3","","beans","sentence_bank"
"food","fill_blanks",1303,"1303 | beans | beans","beans","They do not like beans.","likes_preferences","present_simple|negative|do_not|like|3rd_person_plural|food|plural","a1","3","","beans","sentence_bank"
"food","mc_quiz",1304,"1304 | eggs | eggs","eggs","They do not like eggs.","likes_preferences","present_simple|negative|do_not|like|3rd_person_plural|food|plural","a1","3","","eggs","sentence_bank"
"food","fill_blanks",1304,"1304 | eggs | eggs","eggs","They do not like eggs.","likes_preferences","present_simple|negative|do_not|like|3rd_person_plural|food|plural","a1","3","","eggs","sentence_bank"
"food","mc_quiz",1305,"1305 | milk | milk","milk","They do not like milk.","likes_preferences","present_simple|negative|do_not|like|3rd_person_plural|food|mass_noun","a1","3","vg_894e0374005aae30","milk","sentence_bank"
"food","fill_blanks",1305,"1305 | milk | milk","milk","They do not like milk.","likes_preferences","present_simple|negative|do_not|like|3rd_person_plural|food|mass_noun","a1","3","vg_894e0374005aae30","milk","sentence_bank"
"food","mc_quiz",1306,"1306 | water | water","water","They do not like water.","likes_preferences","present_simple|negative|do_not|like|3rd_person_plural|food|mass_noun","a1","3","vg_894e0374005aae30","water","sentence_bank"
"food","fill_blanks",1306,"1306 | water | water","water","They do not like water.","likes_preferences","present_simple|negative|do_not|like|3rd_person_plural|food|mass_noun","a1","3","vg_894e0374005aae30","water","sentence_bank"
"food","mc_quiz",1307,"1307 | juice | juice","juice","They do not like juice.","likes_preferences","present_simple|negative|do_not|like|3rd_person_plural|food|mass_noun","a1","3","vg_894e0374005aae30","juice","sentence_bank"
"food","fill_blanks",1307,"1307 | juice | juice","juice","They do not like juice.","likes_preferences","present_simple|negative|do_not|like|3rd_person_plural|food|mass_noun","a1","3","vg_894e0374005aae30","juice","sentence_bank"
"food","mc_quiz",1308,"1308 | coffee | coffee","coffee","They do not like coffee.","likes_preferences","present_simple|negative|do_not|like|3rd_person_plural|food|mass_noun","a1","3","vg_894e0374005aae30","coffee","sentence_bank"
"food","fill_blanks",1308,"1308 | coffee | coffee","coffee","They do not like coffee.","likes_preferences","present_simple|negative|do_not|like|3rd_person_plural|food|mass_noun","a1","3","vg_894e0374005aae30","coffee","sentence_bank"
"food","mc_quiz",1309,"1309 | bread | bread","bread","They eat bread for breakfast.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|preposition_for","a1","3","vg_6a8ba5b0073445ac","bread","sentence_bank"
"food","fill_blanks",1309,"1309 | bread | bread","bread","They eat bread for breakfast.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|preposition_for","a1","3","vg_6a8ba5b0073445ac","bread","sentence_bank"
"food","mc_quiz",1310,"1310 | rice | rice","rice","They eat rice for breakfast.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|preposition_for","a1","3","vg_6a8ba5b0073445ac","rice","sentence_bank"
"food","fill_blanks",1310,"1310 | rice | rice","rice","They eat rice for breakfast.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|preposition_for","a1","3","vg_6a8ba5b0073445ac","rice","sentence_bank"
"food","mc_quiz",1311,"1311 | cheese | cheese","cheese","They eat cheese for breakfast.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|preposition_for","a1","3","vg_6a8ba5b0073445ac","cheese","sentence_bank"
"food","fill_blanks",1311,"1311 | cheese | cheese","cheese","They eat cheese for breakfast.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|preposition_for","a1","3","vg_6a8ba5b0073445ac","cheese","sentence_bank"
"food","mc_quiz",1312,"1312 | soup | soup","soup","They eat soup for breakfast.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|preposition_for","a1","3","vg_6a8ba5b0073445ac","soup","sentence_bank"
"food","fill_blanks",1312,"1312 | soup | soup","soup","They eat soup for breakfast.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|preposition_for","a1","3","vg_6a8ba5b0073445ac","soup","sentence_bank"
"food","mc_quiz",1313,"1313 | rice | rice","rice","They eat rice every day.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|frequency_every_day","a1","3","vg_215749ced6aec089","rice","sentence_bank"
"food","fill_blanks",1313,"1313 | rice | rice","rice","They eat rice every day.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|frequency_every_day","a1","3","vg_215749ced6aec089","rice","sentence_bank"
"food","mc_quiz",1314,"1314 | bread | bread","bread","They eat bread every day.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|frequency_every_day","a1","3","vg_215749ced6aec089","bread","sentence_bank"
"food","fill_blanks",1314,"1314 | bread | bread","bread","They eat bread every day.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|frequency_every_day","a1","3","vg_215749ced6aec089","bread","sentence_bank"
"food","mc_quiz",1315,"1315 | soup | soup","soup","They eat soup every day.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|frequency_every_day","a1","3","vg_215749ced6aec089","soup","sentence_bank"
"food","fill_blanks",1315,"1315 | soup | soup","soup","They eat soup every day.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|frequency_every_day","a1","3","vg_215749ced6aec089","soup","sentence_bank"
"food","mc_quiz",1316,"1316 | fish | fish","fish","They eat fish every day.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|frequency_every_day","a1","3","vg_215749ced6aec089","fish","sentence_bank"
"food","fill_blanks",1316,"1316 | fish | fish","fish","They eat fish every day.","daily_routines_actions","present_simple|3rd_person_plural|eat|food|frequency_every_day","a1","3","vg_215749ced6aec089","fish","sentence_bank"
"food","mc_quiz",1353,"1353 | fruit | fruit","fruit","They sometimes eat fruit.","daily_routines_actions","present_simple|3rd_person_plural|frequency_sometimes|eat|food","a1","2","vg_561eb9445964d0f2","fruit","sentence_bank"
"food","fill_blanks",1353,"1353 | fruit | fruit","fruit","They sometimes eat fruit.","daily_routines_actions","present_simple|3rd_person_plural|frequency_sometimes|eat|food","a1","2","vg_561eb9445964d0f2","fruit","sentence_bank"
"food","mc_quiz",1354,"1354 | rice | rice","rice","They sometimes eat rice.","daily_routines_actions","present_simple|3rd_person_plural|frequency_sometimes|eat|food","a1","2","vg_561eb9445964d0f2","rice","sentence_bank"
"food","fill_blanks",1354,"1354 | rice | rice","rice","They sometimes eat rice.","daily_routines_actions","present_simple|3rd_person_plural|frequency_sometimes|eat|food","a1","2","vg_561eb9445964d0f2","rice","sentence_bank"
"food","mc_quiz",1355,"1355 | bread | bread","bread","They sometimes eat bread.","daily_routines_actions","present_simple|3rd_person_plural|frequency_sometimes|eat|food","a1","2","vg_561eb9445964d0f2","bread","sentence_bank"
"food","fill_blanks",1355,"1355 | bread | bread","bread","They sometimes eat bread.","daily_routines_actions","present_simple|3rd_person_plural|frequency_sometimes|eat|food","a1","2","vg_561eb9445964d0f2","bread","sentence_bank"
"food","mc_quiz",1356,"1356 | cheese | cheese","cheese","They sometimes eat cheese.","daily_routines_actions","present_simple|3rd_person_plural|frequency_sometimes|eat|food","a1","2","vg_561eb9445964d0f2","cheese","sentence_bank"
"food","fill_blanks",1356,"1356 | cheese | cheese","cheese","They sometimes eat cheese.","daily_routines_actions","present_simple|3rd_person_plural|frequency_sometimes|eat|food","a1","2","vg_561eb9445964d0f2","cheese","sentence_bank"
"food","mc_quiz",1357,"1357 | soup | soup","soup","They sometimes eat soup.","daily_routines_actions","present_simple|3rd_person_plural|frequency_sometimes|eat|food","a1","2","vg_561eb9445964d0f2","soup","sentence_bank"
"food","fill_blanks",1357,"1357 | soup | soup","soup","They sometimes eat soup.","daily_routines_actions","present_simple|3rd_person_plural|frequency_sometimes|eat|food","a1","2","vg_561eb9445964d0f2","soup","sentence_bank"
"food","mc_quiz",1358,"1358 | pizza | pizza","pizza","They sometimes eat pizza.","daily_routines_actions","present_simple|3rd_person_plural|frequency_sometimes|eat|food","a1","2","","pizza","sentence_bank"
"food","fill_blanks",1358,"1358 | pizza | pizza","pizza","They sometimes eat pizza.","daily_routines_actions","present_simple|3rd_person_plural|frequency_sometimes|eat|food","a1","2","","pizza","sentence_bank"
"food","mc_quiz",1399,"1399 | lunch | lunch","lunch","This is our lunch.","be_a_noun","be|demonstrative_this|possessive_our|singular|food","a1","2","vg_5335796af222c6f9","lunch","sentence_bank"
"food","fill_blanks",1399,"1399 | lunch | lunch","lunch","This is our lunch.","be_a_noun","be|demonstrative_this|possessive_our|singular|food","a1","2","vg_5335796af222c6f9","lunch","sentence_bank"
"food","mc_quiz",1400,"1400 | breakfast | breakfast","breakfast","This is our breakfast.","be_a_noun","be|demonstrative_this|possessive_our|singular|food","a1","2","vg_5335796af222c6f9","breakfast","sentence_bank"
"food","fill_blanks",1400,"1400 | breakfast | breakfast","breakfast","This is our breakfast.","be_a_noun","be|demonstrative_this|possessive_our|singular|food","a1","2","vg_5335796af222c6f9","breakfast","sentence_bank"
"food","mc_quiz",1443,"1443 | cake | cake","cake","We can bake a cake.","abilities_modal","can_affirmative|1st_person_plural|bake|article_a|food","a1","2","vg_3473fcece6669acf","cake","sentence_bank"
"food","fill_blanks",1443,"1443 | cake | cake","cake","We can bake a cake.","abilities_modal","can_affirmative|1st_person_plural|bake|article_a|food","a1","2","vg_3473fcece6669acf","cake","sentence_bank"
"food","mc_quiz",1444,"1444 | cookie | cookie","cookie","We can bake a cookie.","abilities_modal","can_affirmative|1st_person_plural|bake|article_a|food","a1","2","vg_3473fcece6669acf","cookie","sentence_bank"
"food","fill_blanks",1444,"1444 | cookie | cookie","cookie","We can bake a cookie.","abilities_modal","can_affirmative|1st_person_plural|bake|article_a|food","a1","2","vg_3473fcece6669acf","cookie","sentence_bank"
"food","mc_quiz",1445,"1445 | pizza | pizza","pizza","We can bake a pizza.","abilities_modal","can_affirmative|1st_person_plural|bake|article_a|food","a1","2","vg_3473fcece6669acf","pizza","sentence_bank"
"food","fill_blanks",1445,"1445 | pizza | pizza","pizza","We can bake a pizza.","abilities_modal","can_affirmative|1st_person_plural|bake|article_a|food","a1","2","vg_3473fcece6669acf","pizza","sentence_bank"
"food","mc_quiz",1446,"1446 | bread | bread","bread","We can bake a bread.","abilities_modal","can_affirmative|1st_person_plural|bake|article_a|food","a1","2","vg_3473fcece6669acf","bread","sentence_bank"
"food","fill_blanks",1446,"1446 | bread | bread","bread","We can bake a bread.","abilities_modal","can_affirmative|1st_person_plural|bake|article_a|food","a1","2","vg_3473fcece6669acf","bread","sentence_bank"
"food","mc_quiz",1460,"1460 | cook | cook","cook","We cannot cook.","abilities_modal","cannot|negative_ability|1st_person_plural","a1","1","vg_f9c66d43a9e2488a","cook","sentence_bank"
"food","fill_blanks",1460,"1460 | cook | cook","cook","We cannot cook.","abilities_modal","cannot|negative_ability|1st_person_plural","a1","1","vg_f9c66d43a9e2488a","cook","sentence_bank"
"food","mc_quiz",1462,"1462 | food | food","food","We do not like cold food.","likes_preferences","present_simple|negative|do_not|like|1st_person_plural|adjective|food","a1","3","vg_207bc95e1a08cd72","food","sentence_bank"
"food","fill_blanks",1462,"1462 | food | food","food","We do not like cold food.","likes_preferences","present_simple|negative|do_not|like|1st_person_plural|adjective|food","a1","3","vg_207bc95e1a08cd72","food","sentence_bank"
"food","mc_quiz",1464,"1464 | water | water","water","We do not like cold water.","likes_preferences","present_simple|negative|do_not|like|1st_person_plural|adjective|food","a1","3","vg_207bc95e1a08cd72","water","sentence_bank"
"food","fill_blanks",1464,"1464 | water | water","water","We do not like cold water.","likes_preferences","present_simple|negative|do_not|like|1st_person_plural|adjective|food","a1","3","vg_207bc95e1a08cd72","water","sentence_bank"
"food","mc_quiz",1511,"1511 | fish | fish","fish","We see two small fish.","see_descriptions","present_simple|see|1st_person_plural|numbers|adjective|plural|animals","a1","3","","fish","sentence_bank"
"food","fill_blanks",1511,"1511 | fish | fish","fish","We see two small fish.","see_descriptions","present_simple|see|1st_person_plural|numbers|adjective|plural|animals","a1","3","","fish","sentence_bank"
"food","mc_quiz",1527,"1527 | eat | eat","eat","What do you eat?","wh_questions","wh_question|what|do|2nd_person|present_simple","a1","2","vg_bd0b9ef7f234c0d6","eat","sentence_bank"
"food","fill_blanks",1527,"1527 | eat | eat","eat","What do you eat?","wh_questions","wh_question|what|do|2nd_person|present_simple","a1","2","vg_bd0b9ef7f234c0d6","eat","sentence_bank"
"food","mc_quiz",1534,"1534 | cup | cup","cup","What is in that cup?","wh_questions","wh_question|what|be|preposition_in|demonstrative_that","a1","3","vg_cc430d5fec0fd142","cup","sentence_bank"
"food","fill_blanks",1534,"1534 | cup | cup","cup","What is in that cup?","wh_questions","wh_question|what|be|preposition_in|demonstrative_that","a1","3","vg_cc430d5fec0fd142","cup","sentence_bank"
"food","mc_quiz",1541,"1541 | cup | cup","cup","What is in the cup?","wh_questions","wh_question|what|be|preposition_in|article_the","a1","2","vg_25d52ae92236b4d8","cup","sentence_bank"
"food","fill_blanks",1541,"1541 | cup | cup","cup","What is in the cup?","wh_questions","wh_question|what|be|preposition_in|article_the","a1","2","vg_25d52ae92236b4d8","cup","sentence_bank"
"food","mc_quiz",1551,"1551 | eat | eat","eat","When do you eat?","wh_questions","wh_question|when|do|2nd_person|present_simple","a1","2","vg_76f8b3553246efd2","eat","sentence_bank"
"food","fill_blanks",1551,"1551 | eat | eat","eat","When do you eat?","wh_questions","wh_question|when|do|2nd_person|present_simple","a1","2","vg_76f8b3553246efd2","eat","sentence_bank"
"food","mc_quiz",1558,"1558 | eat | eat","eat","Where do they eat?","wh_questions","wh_question|where|do|3rd_person_plural|present_simple","a1","3","vg_69b2718405be1810","eat","sentence_bank"
"food","fill_blanks",1558,"1558 | eat | eat","eat","Where do they eat?","wh_questions","wh_question|where|do|3rd_person_plural|present_simple","a1","3","vg_69b2718405be1810","eat","sentence_bank"
"food","mc_quiz",1562,"1562 | eat | eat","eat","Where do we eat?","wh_questions","wh_question|where|do|1st_person_plural|present_simple","a1","3","vg_5e0ea222a308a01a","eat","sentence_bank"
"food","fill_blanks",1562,"1562 | eat | eat","eat","Where do we eat?","wh_questions","wh_question|where|do|1st_person_plural|present_simple","a1","3","vg_5e0ea222a308a01a","eat","sentence_bank"
"food","mc_quiz",1568,"1568 | eat | eat","eat","Where do you eat?","wh_questions","wh_question|where|do|2nd_person|present_simple","a1","3","vg_5ef18f1ab1ca14b3","eat","sentence_bank"
"food","fill_blanks",1568,"1568 | eat | eat","eat","Where do you eat?","wh_questions","wh_question|where|do|2nd_person|present_simple","a1","3","vg_5ef18f1ab1ca14b3","eat","sentence_bank"
"food","mc_quiz",1629,"1629 | juice | juice","juice","You are drinking juice.","present_continuous","be|present_continuous|2nd_person|drink|food","a1","2","vg_13a8f72cc9eec3e8","juice","sentence_bank"
"food","fill_blanks",1629,"1629 | juice | juice","juice","You are drinking juice.","present_continuous","be|present_continuous|2nd_person|drink|food","a1","2","vg_13a8f72cc9eec3e8","juice","sentence_bank"
"food","mc_quiz",1630,"1630 | water | water","water","You are drinking water.","present_continuous","be|present_continuous|2nd_person|drink|food","a1","2","vg_13a8f72cc9eec3e8","water","sentence_bank"
"food","fill_blanks",1630,"1630 | water | water","water","You are drinking water.","present_continuous","be|present_continuous|2nd_person|drink|food","a1","2","vg_13a8f72cc9eec3e8","water","sentence_bank"
"food","mc_quiz",1631,"1631 | coffee | coffee","coffee","You are drinking coffee.","present_continuous","be|present_continuous|2nd_person|drink|food","a1","2","vg_13a8f72cc9eec3e8","coffee","sentence_bank"
"food","fill_blanks",1631,"1631 | coffee | coffee","coffee","You are drinking coffee.","present_continuous","be|present_continuous|2nd_person|drink|food","a1","2","vg_13a8f72cc9eec3e8","coffee","sentence_bank"
"food","mc_quiz",1632,"1632 | soda | soda","soda","You are drinking soda.","present_continuous","be|present_continuous|2nd_person|drink|food","a1","2","vg_13a8f72cc9eec3e8","soda","sentence_bank"
"food","fill_blanks",1632,"1632 | soda | soda","soda","You are drinking soda.","present_continuous","be|present_continuous|2nd_person|drink|food","a1","2","vg_13a8f72cc9eec3e8","soda","sentence_bank"
"food","mc_quiz",1633,"1633 | milk | milk","milk","You are drinking milk.","present_continuous","be|present_continuous|2nd_person|drink|food","a1","2","","milk","sentence_bank"
"food","fill_blanks",1633,"1633 | milk | milk","milk","You are drinking milk.","present_continuous","be|present_continuous|2nd_person|drink|food","a1","2","","milk","sentence_bank"
"food","mc_quiz",1634,"1634 | sandwich | sandwich","sandwich","You are making a sandwich.","present_continuous","be|present_continuous|2nd_person|make|article_a|food","a1","2","vg_cff4b15e6bfbcdbf","sandwich","sentence_bank"
"food","fill_blanks",1634,"1634 | sandwich | sandwich","sandwich","You are making a sandwich.","present_continuous","be|present_continuous|2nd_person|make|article_a|food","a1","2","vg_cff4b15e6bfbcdbf","sandwich","sentence_bank"
"food","mc_quiz",1635,"1635 | cake | cake","cake","You are making a cake.","present_continuous","be|present_continuous|2nd_person|make|article_a|food","a1","2","vg_cff4b15e6bfbcdbf","cake","sentence_bank"
"food","fill_blanks",1635,"1635 | cake | cake","cake","You are making a cake.","present_continuous","be|present_continuous|2nd_person|make|article_a|food","a1","2","vg_cff4b15e6bfbcdbf","cake","sentence_bank"
"food","mc_quiz",1636,"1636 | cookie | cookie","cookie","You are making a cookie.","present_continuous","be|present_continuous|2nd_person|make|article_a|food","a1","2","vg_cff4b15e6bfbcdbf","cookie","sentence_bank"
"food","fill_blanks",1636,"1636 | cookie | cookie","cookie","You are making a cookie.","present_continuous","be|present_continuous|2nd_person|make|article_a|food","a1","2","vg_cff4b15e6bfbcdbf","cookie","sentence_bank"
"food","mc_quiz",1637,"1637 | pizza | pizza","pizza","You are making a pizza.","present_continuous","be|present_continuous|2nd_person|make|article_a|food","a1","2","vg_cff4b15e6bfbcdbf","pizza","sentence_bank"
"food","fill_blanks",1637,"1637 | pizza | pizza","pizza","You are making a pizza.","present_continuous","be|present_continuous|2nd_person|make|article_a|food","a1","2","vg_cff4b15e6bfbcdbf","pizza","sentence_bank"
"food","mc_quiz",1647,"1647 | cook | cook","cook","You can cook.","abilities_modal","can_affirmative|2nd_person|ability","a1","1","vg_6e84c8fb8a378753","cook","sentence_bank"
"food","fill_blanks",1647,"1647 | cook | cook","cook","You can cook.","abilities_modal","can_affirmative|2nd_person|ability","a1","1","vg_6e84c8fb8a378753","cook","sentence_bank"
"food","mc_quiz",1653,"1653 | fish | fish","fish","You cannot catch the fish.","abilities_modal","cannot|negative_ability|2nd_person|catch|article_the","a1","2","vg_2a3f9d546f1b507c","fish","sentence_bank"
"food","fill_blanks",1653,"1653 | fish | fish","fish","You cannot catch the fish.","abilities_modal","cannot|negative_ability|2nd_person|catch|article_the","a1","2","vg_2a3f9d546f1b507c","fish","sentence_bank"
"food","mc_quiz",1661,"1661 | apple | apple","apple","You have a green apple.","possession_have","have|2nd_person|color|article_a|food","a1","2","vg_c651b95cce0d6731","apple","sentence_bank"
"food","fill_blanks",1661,"1661 | apple | apple","apple","You have a green apple.","possession_have","have|2nd_person|color|article_a|food","a1","2","vg_c651b95cce0d6731","apple","sentence_bank"
"food","mc_quiz",1670,"1670 | milk | milk","milk","You usually drink milk.","daily_routines_actions","present_simple|2nd_person|frequency_usually|drink|food","a1","2","vg_a771c8b480d988a2","milk","sentence_bank"
"food","fill_blanks",1670,"1670 | milk | milk","milk","You usually drink milk.","daily_routines_actions","present_simple|2nd_person|frequency_usually|drink|food","a1","2","vg_a771c8b480d988a2","milk","sentence_bank"
"food","mc_quiz",1671,"1671 | water | water","water","You usually drink water.","daily_routines_actions","present_simple|2nd_person|frequency_usually|drink|food","a1","2","vg_a771c8b480d988a2","water","sentence_bank"
"food","fill_blanks",1671,"1671 | water | water","water","You usually drink water.","daily_routines_actions","present_simple|2nd_person|frequency_usually|drink|food","a1","2","vg_a771c8b480d988a2","water","sentence_bank"
"food","mc_quiz",1672,"1672 | juice | juice","juice","You usually drink juice.","daily_routines_actions","present_simple|2nd_person|frequency_usually|drink|food","a1","2","vg_a771c8b480d988a2","juice","sentence_bank"
"food","fill_blanks",1672,"1672 | juice | juice","juice","You usually drink juice.","daily_routines_actions","present_simple|2nd_person|frequency_usually|drink|food","a1","2","vg_a771c8b480d988a2","juice","sentence_bank"
"food","mc_quiz",1673,"1673 | coffee | coffee","coffee","You usually drink coffee.","daily_routines_actions","present_simple|2nd_person|frequency_usually|drink|food","a1","2","vg_a771c8b480d988a2","coffee","sentence_bank"
"food","fill_blanks",1673,"1673 | coffee | coffee","coffee","You usually drink coffee.","daily_routines_actions","present_simple|2nd_person|frequency_usually|drink|food","a1","2","vg_a771c8b480d988a2","coffee","sentence_bank"
